372;Pyrones
375;Terpenes
376;Hexanoic Acids
378;Organophosphorus Compounds
379;Octanoic Acids
380;Acyl Coenzyme A
382;Acyl Coenzyme A
385;Pimelic Acids
386;Phytanic Acid
387;Acetyl Coenzyme A
388;Acyl Coenzyme A
389;Ornithine
390;Uridine Diphosphate Glucuronic Acid
392;Lysine
397;Indoleacetic Acids
398;Nitroparaffins
401;Cycloserine
402;Hydrogen Sulfide
403;Aminophenols
405;Hydroxycholesterols
408;Cotinine
409;Cyclic N-Oxides
412;Nicotine
413;Cotinine
414;Cotinine
417;Sorbic Acid
418;Cyclohexanols
419;Maleates
420;Cholesterol
421;Thioctic Acid
422;Gluconates
423;Amino Acids
424;Aspartic Acid
425;Chalcones
427;Arginine
428;Diamines
430;Pyridinium Compounds
434;Butanones
435;Butyric Acids
436;Pyridines
440;Cholestenones
441;3-Hydroxybutyric Acid
443;Etiocholanolone
444;Bupropion
445;Bupropion
446;Bupropion
447;Chlorobenzoates
449;Mevalonic Acid
450;Estradiol
451;Guanosine Diphosphate Sugars
452;Inositol
453;Sugar Alcohols
454;Aldehydes
456;Oxamic Acid
457;Niacinamide
458;Vitamin U
459;Metalloproteins
460;Guaiacol
461;Palmitoylcarnitine
464;Hippurates
465;Thioglycosides
466;Galactosephosphates
468;Polyisoprenyl Phosphates
469;2-Aminoadipic Acid
470;Aminobutyric Acids
471;Quercetin
473;Methionine
476;Mevalonic Acid
478;Inositol Phosphates
479;Pantetheine
482;Inositol Phosphates
484;Imidazoles
486;Choline
487;Methylmalonic Acid
488;Glutathione
490;Acetaldehyde
492;Sulfur Acids
495;Homocysteine
496;Spermidine
499;Pyrrolidonecarboxylic Acid
500;Guanidines
502;Putrescine
504;Imidazoles
508;Adenine Nucleotides
510;Polyphosphates
511;Thiamine Triphosphate
513;Isocitrates
515;Citrates
516;Mevalonic Acid
520;Sphingosine
521;Acyl Coenzyme A
525;Malates
527;Aldehydes
529;Glycolates
534;Uroporphyrins
535;Amino Acids, Cyclic
541;Benzaldehydes
542;Lactones
544;Arsenites
545;Arsenites
546;Phosphonoacetic Acid
547;3,4-Dihydroxyphenylacetic Acid
548;Aldehydes
554;Proline
555;Proline
558;Guanidines
561;Organophosphorus Compounds
563;Propionates
564;6-Aminocaproic Acid
568;Benzofurans
569;Catechols
572;Fosfomycin
573;beta Carotene
579;Disaccharides
580;Cysteine
581;Acetylcysteine
586;Creatine
587;Phosphocreatine
588;Creatinine
591;Acyl Coenzyme A
592;Acyl Coenzyme A
593;Cytidine Triphosphate
594;Cysteine
595;Cystine
596;Cytarabine
597;Cytosine
598;Mesna
599;Ketoglutaric Acids
600;Gluconates
601;Dipeptides
602;Alanine
604;Gluconates
607;Sugar Acids
608;Gluconates
610;Glucuronates
611;Glutamic Acid
612;Lactic Acid
613;Acyl Coenzyme A
614;Peptides
616;Sugar Phosphates
617;Serine
618;Mannitol Phosphates
619;Pentoses
620;Deoxyadenine Nucleotides
621;Deoxyadenine Nucleotides
622;Deoxyadenine Nucleotides
623;Deoxycytosine Nucleotides
624;Deoxycytidine Monophosphate
625;Deoxycytosine Nucleotides
626;Gluconates
628;NAD
630;Quinic Acid
631;Sphingosine
632;Pyridines
633;Vitamin K 2
634;Ribosemonophosphates
636;Deoxyadenosines
637;Deoxycytidine
638;Deoxyguanosine
639;Inosine
640;Deoxyuridine
641;Pentosephosphates
642;Coenzyme A
643;Biotin
645;Deoxyguanine Nucleotides
646;Deoxyguanine Nucleotides
647;Hemiterpenes
648;Orotic Acid
649;Uracil
650;Diacetyl
652;Amino Acids, Diamino
653;Dicumarol
654;Phosphoric Acid Esters
655;Thiophosphoric Acid Esters
659;Neopterin
660;Coumarins
661;Folic Acid
662;Flavonoids
663;Thioctic Acid
665;Neopterin
666;Pteridines
668;Dihydroxyacetone Phosphate
669;Sugar Phosphates
670;Dihydroxyacetone
671;Naphthols
673;Sarcosine
674;Dimethylamines
675;Benzimidazoles
677;Butyric Acids
679;Dimethyl Sulfoxide
681;Dopamine
682;Benzoquinones
683;Diphosphoglyceric Acids
684;Thymine Nucleotides
686;Thymine Nucleotides
688;Deoxyuracil Nucleotides
689;Deoxyuracil Nucleotides
690;Pyrimidines
692;Enterobactin
694;Oximes
695;Sugar Acids
696;Sugar Acids
697;Sugar Phosphates
698;Estrone
699;Estrone
700;Ethanolamine
701;Butyrates
702;Ethanol
703;Flavin-Adenine Dinucleotide
705;Flavin-Adenine Dinucleotide
706;Sesquiterpenes
709;Coumaric Acids
710;Flavin Mononucleotide
712;Formaldehyde
713;Formamides
714;Acyl Coenzyme A
716;Fructose
718;Fructosediphosphates
723;Maleates
724;Glyceric Acids
725;Carnitine
726;Acyl Coenzyme A
727;Lindane
728;Cyclohexanes
729;Glyceraldehyde 3-Phosphate
730;Guanosine Diphosphate
731;Guanosine Diphosphate Mannose
732;Guanosine Diphosphate Mannose
733;Guanosine Pentaphosphate
736;Gluconates
737;Glucose-6-Phosphate
738;Glutamine
739;Glucosamine
740;Glucosephosphates
741;Acyl Coenzyme A
742;Glutamates
743;Glutarates
744;Acyl Coenzyme A
745;Glutathione
750;Glycine
751;Glyceraldehyde
752;Glyceric Acids
753;Glycerol
754;Glycerophosphates
755;Glycocholic Acid
756;Acetaldehyde
757;Glycolates
760;Glyoxylates
761;5
762;Guanosine Triphosphate
763;Glycine
764;Guanine
765;Guanosine
766;Guanosine Tetraphosphate
767;Carbonic Acid
768;Hydrogen Cyanide
769;Bicarbonates
772;Heparin
773;Histidine
774;Histamine
775;Histidinol
776;Histidinol
777;Pyrimidines
778;Homocysteine
779;Homoserine
780;Homogentisic Acid
781;Thiocyanates
782;Hydantoins
783;Hydrogen
784;Hydrogen Peroxide
785;Hydroquinones
787;Hydroxylamine
790;Hypoxanthine
791;Isoleucine
795;Imidazoles
796;Aspartic Acid
797;Inosine Monophosphate
798;Indoles
799;Glycerophosphates
800;Indoles
801;Indoleacetic Acids
802;Indoleacetic Acids
803;Indoles
804;Inosine
805;Inositol Phosphates
806;Inositol Phosphates
807;Iodine
808;Acyl Coenzyme A
809;Chorismic Acid
810;Acyl Coenzyme A
811;Succinates
812;Inosine Triphosphate
813;Potassium
815;Kanamycin
816;Kanamycin
817;Sugar Acids
824;Valine
825;Hydroxyproline
827;Ribitol
829;Aspartic Acid
830;Azaserine
832;Aspartic Acid
833;Citrulline
834;Cystathionine
835;Dehydroascorbic Acid
836;Dihydroxyphenylalanine
838;Epinephrine
839;Glutamates
840;Fucose
841;Hexoses
842;Dipeptides
846;Kynurenine
847;Methionine
848;Hydroxybutyrates
849;Pipecolic Acids
850;Pentosephosphates
853;Thyroxine
854;Arabinose
855;Aldehydes
856;Lanosterol
857;Leucine
858;Leukotriene A4
859;Leukotriene C4
860;alpha-Linolenic Acid
861;Triiodothyronine
863;Thioctic Acid
864;Thioctic Acid
865;Diaminopimelic Acid
866;Lysine
867;Malonates
868;Malondialdehyde
869;Malonyl Coenzyme A
872;Lactose
874;Fumarates
875;Tartrates
876;Methionine
877;Coenzyme A
878;Sulfhydryl Compounds
880;Pyruvaldehyde
882;Pterins
883;Pterins
884;Tetrahydrofolates
885;Pterins
887;Methanol
888;Magnesium
890;Phytic Acid
892;Inositol
893;Mesna
896;Melatonin
898;Mannosephosphates
899;Acetylglucosamine
903;Serotonin
904;Acetanilides
906;N-Acetylneuraminic Acid
908;Glycine
909;Formiminoglutamic Acid
910;Kynurenine
911;N-Formylmethionine
912;Methylhistamines
913;2-Hydroxyphenethylamine
916;Spermine
923;Sodium
925;NAD
926;NAD
928;NAD
929;NADP
930;NADP
931;Naphthalenes
932;Flavanones
934;Nickel
935;Nickel
936;Niacinamide
937;Niacin
938;Niacin
939;Nicotinamide Mononucleotide
940;Niacinamide
941;Nicotinamide Mononucleotide
942;Nicotine
943;Nitrates
944;Nitric Acid
945;Nitric Oxide
946;Nitric Oxide
947;Nitrogen
948;Nitrous Oxide
949;Aniline Compounds
950;Aniline Compounds
951;Norepinephrine
953;Homoserine
954;Homoserine
955;Phenylbutyrates
956;Acyl Coenzyme A
957;1-Octanol
961;Hydroxides
962;Water
964;Pyruvates
965;Oleic Acid
966;Acyl Coenzyme A
967;Orotic Acid
968;Uridine Monophosphate
969;Riboflavin
970;Oxaloacetic Acids
971;Oxalic Acid
973;Acyl Coenzyme A
974;Oxamic Acid
975;Glutathione Disulfide
976;Fatty Acids, Monounsaturated
977;Oxygen
978;4-Aminobenzoic Acid
979;Phenylpyruvic Acids
980;Nitrophenols
982;Dinucleoside Phosphates
983;Polyphosphates
984;Aldehydes
985;Palmitic Acid
986;Palmitoyl Coenzyme A
987;Pantetheine
988;Pantothenic Acid
989;4-Butyrolactone
990;Phosphoadenosine Phosphosulfate
991;Parathion
992;Pentachlorophenol
993;Ribose
994;Peptides
995;Phenanthrenes
996;Phenol
997;Phenylpyruvic Acids
998;Acetaldehyde
999;Phenylacetates
1000;2-Hydroxyphenethylamine
1001;Phenethylamines
1002;Hydantoins
1004;Phosphoric Acids
1005;Phosphoenolpyruvate
1006;Threonine
1013;Ribonucleotides
1014;Phosphorylcholine
1015;Ethanolamines
1016;Phosphothreonine
1017;Phthalic Acids
1018;Picolinic Acids
1021;Porphobilinogen
1023;Diphosphates
1024;PQQ Cofactor
1027;Pregnenolone
1028;Cyclohexenes
1030;Propylene Glycol
1031;1-Propanol
1032;Propionic Acids
1033;Acyl Coenzyme A
1035;Prostaglandin H2
1038;Protons
1042;Uridine Monophosphate
1044;Purines
1045;Putrescine
1046;Pyrazinamide
1047;Pyrazinamide
1048;Pyrazoles
1049;Pyridines
1050;Pyridoxal
1051;Pyridoxal Phosphate
1052;Pyridoxamine
1053;Pyridoxamine
1054;Pyridoxine
1055;Pyridoxal Phosphate
1057;Pyrogallol
1060;Pyruvic Acid
1061;Phosphates
1064;Quinic Acid
1065;Quinine
1066;Quinolinic Acid
1068;Sulfides
1069;Vitamin K 2
1070;Retinaldehyde
1071;Vitamin A
1072;Riboflavin
1073;Pentosephosphates
1074;Ribosemonophosphates
1078;S-Adenosylmethionine
1079;S-Adenosylmethionine
1080;Carbocysteine
1081;Malates
1083;Glutathione
1084;Dithionite
1086;Dithionite
1087;Lysine
1088;Sarcosine
1089;Selenium Compounds
1090;Sodium Selenite
1091;Selenious Acid
1093;Adenosine Monophosphate
1094;Shikimic Acid
1095;Shikimic Acid
1100;Sulfur Dioxide
1101;Sorbose
1102;Spermidine
1103;Spermine
1104;Sphingosine
1105;Squalene
1106;Acyl Coenzyme A
1110;Succinic Acid
1111;Acyl Coenzyme A
1112;gamma-Aminobutyric Acid
1115;Sucrose
1118;Sulfuric Acids
1119;Sulfur Dioxide
1121;Polyisoprenyl Phosphates
1122;Tartronates
1123;Taurine
1124;Thymine Nucleotides
1125;Biopterin
1126;Acyl Coenzyme A
1127;Thiophenes
1128;Thiophenes
1129;Tetrahydrofolates
1130;Thiamine
1131;Thiamine Monophosphate
1132;Thiamine Pyrophosphate
1133;Thioglycolates
1134;Thymidine
1135;Thymine
1136;Thiazoles
1138;Acyl Coenzyme A
1139;Thymidine Monophosphate
1140;Toluene
1143;Trehalose
1144;Trehalose
1145;Methylamines
1146;Methylamines
1147;Sulfonium Compounds
1148;Tryptophan
1150;Tryptamines
1151;Thymine Nucleotides
1152;Tungsten Compounds
1153;Tyrosine
1156;Ubiquinone
1158;Uridine Diphosphate
1164;Galactose
1165;Uridine Diphosphate Xylose
1166;Uridine Diphosphate Galactose
1167;Uridine Diphosphate Sugars
1169;Uridine Diphosphate N-Acetylmuramic Acid
1170;Myristic Acids
1172;Uridine Monophosphate
1173;Polyisoprenyl Phosphates
1174;Uracil
1175;Uric Acid
1176;Urea
1177;Arabinofuranosyluracil
1178;Urocanic Acid
1179;Uroporphyrinogens
1181;Uridine Triphosphate
1182;Valine
1183;Benzaldehydes
1184;Vitamin K 2
1188;Xanthine
1189;Ribonucleosides
1193;Sugar Phosphates
1194;Pipecolic Acids
1195;Hemiterpenes
1196;Pyrroles
1198;Isocitrates
1203;Catechin
1206;Methamphetamine
1207;Dizocilpine Maleate
1208;Cyclazocine
1209;Quisqualic Acid
1214;Glutamates
1215;Benzylamines
1216;Valine
1218;Benzazepines
1219;Tetrahydronaphthalenes
1220;8-Hydroxy-2-(di-n-propylamino)tetralin
1221;alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic Acid
1222;Benzoates
1225;Benzazepines
1226;Pipecolic Acids
1228;Piperazines
1229;Amphetamines
1231;Epoxy Compounds
1232;Pyrrolidinones
1233;Ibotenic Acid
1234;Gallopamil
1235;Phenazocine
1236;Dihydropyridines
1237;Normetanephrine
1238;Dibenzothiepins
1239;Pindolol
1240;Phenethylamines
1241;2,3,4,5-Tetrahydro-7,8-dihydroxy-1-phenyl-1H-3-benzazepine
1242;2,3,4,5-Tetrahydro-7,8-dihydroxy-1-phenyl-1H-3-benzazepine
1243;2,3,4,5-Tetrahydro-7,8-dihydroxy-1-phenyl-1H-3-benzazepine
1245;Vanilmandelic Acid
1249;Catechin
1250;Indoles
1254;Menthol
1255;Codeine
1256;Cyclohexenes
1264;Distamycins
1271;Amino Acids, Dicarboxylic
1283;Uracil
1286;Lignans
1292;Mandelic Acids
1297;Glycine
1301;Naproxen
1302;Naproxen
1303;Lactates
1309;Benzylisoquinolines
1316;Dimethylphenylpiperazinium Iodide
1317;Diamines
1318;Phenanthrolines
1321;Diglycerides
1322;1,2-Dimethylhydrazine
1323;Diglycerides
1328;Xanthines
1329;Xanthines
1330;Xanthines
1340;Isoquinolines
1342;Piperazines
1345;Isoquinolines
1346;Piperazines
1348;Phthalazines
1352;1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine
1354;Biguanides
1355;Piperazines
1359;Imidazoles
1363;Phosphatidylcholines
1366;Cyclohexanecarboxylic Acids
1367;Triazoles
1369;Anilino Naphthalenesulfonates
1370;Dioxoles
1374;1-Deoxynojirimycin
1379;Glyceryl Ethers
1380;Glyceryl Ethers
1383;Hydrazines
1385;Carboxin
1388;1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine
1390;Imidazoles
1392;Phospholipid Ethers
1393;Phospholipid Ethers
1401;Pyrimidines
1405;Quinazolines
1410;Daunorubicin
1420;Laurates
1433;Amidines
1449;Fatty Acids, Unsaturated
1451;Quinestrol
1464;Bisbenzimide
1472;Sorbitol
1474;2,2
1480;2,4,5-Trichlorophenoxyacetic Acid
1483;Phenols
1486;2,4-Dichlorophenoxyacetic Acid
1488;2,4-Dichlorophenoxyacetic Acid
1489;2,4-Dichlorophenoxyacetic Acid
1491;Hydroxybenzoic Acids
1493;2,4-Dinitrophenol
1494;Mannitol
1531;Propylene Glycols
1533;Picolines
1546;Cladribine
1563;Myristic Acids
1564;Baclofen
1567;Mercaptoethanol
1570;Thiones
1598;Boron Compounds
1599;Puromycin Aminonucleoside
1606;Nitroso Compounds
1609;Coumarins
1614;3,4-Methylenedioxyamphetamine
1615;N-Methyl-3,4-methylenedioxyamphetamine
1639;Amitrole
1641;Baclofen
1645;Benzamides
1646;Taurine
1647;Aminopropionitrile
1649;Indazoles
1662;Meglutol
1673;Adenine
1674;Methylcholanthrene
1676;Xanthines
1677;Boronic Acids
1678;Nitro Compounds
1679;Benzamides
1682;Organophosphorus Compounds
1685;Mannosides
1688;Benzodiazepinones
1691;Doxorubicin
1720;Naphthalimides
1726;Butylamines
1727;4-Aminopyridine
1730;p-Chloromercuribenzoic Acid
1732;Cresols
1738;Homovanillic Acid
1742;Hydroxybenzoic Acids
1752;Phenols
1754;Fatty Acids, Nonesterified
1761;Adenosine
1774;Cyclic N-Oxides
1775;Phenytoin
1779;Kynurenic Acid
1780;5,8,11,14-Eicosatetraynoic Acid
1781;Fatty Acids, Unsaturated
1792;Dansyl Compounds
1793;Amiloride
1794;Amiloride
1795;Amiloride
1805;Azacitidine
1820;Indoles
1826;Hydroxyindoleacetic Acid
1832;Methoxydimethyltryptamines
1833;5-Methoxytryptamine
1839;Nitrofurazone
1853;Phenanthrenes
1864;Melatonin
1868;Carbolines
1869;Adenosine
1871;Coumarins
1875;Methylprednisolone Hemisuccinate
1890;Flavanones
1892;Theophylline
1893;Indazoles
1908;Theophylline
1913;8-Bromo Cyclic Adenosine Monophosphate
1917;Theophylline
1922;Theophylline
1923;Oxyquinoline
1935;Tacrine
1963;Triazolam
1967;Benzoquinones
1972;Amphotericin B
1978;Acebutolol
1981;Indomethacin
1982;Organothiophosphorus Compounds
1983;Acetaminophen
1985;Arsenicals
1986;Acetazolamide
1988;Toluidines
1989;Acetohexamide
1990;Hydroxamic Acids
1991;Pepstatins
1993;Methacholine Chloride
1995;Leucine
2002;Tryptophan
2005;6-Aminocaproic Acid
2006;Prenazone
2008;Aclarubicin
2012;Aconitine
2015;Acridines
2016;Acriflavine
2017;Ethacridine
2019;Dactinomycin
2020;Hydroxamic Acids
2021;Spectinomycin
2022;Acyclovir
2031;Paroxetine
2032;Benzyl Alcohols
2039;beta-Aminoethyl Isothiourea
2046;Tyrphostins
2048;Tyrphostins
2051;Tyrphostins
2052;Tyrphostins
2061;Tyrphostins
2073;Ajmaline
2075;Clomiphene
2078;Acetamides
2080;Dipeptides
2082;Albendazole
2083;Albuterol
2086;Aldicarb
2087;Aldrin
2088;Alendronate
2094;Allopurinol
2100;Alpha-Amanitin
2105;Glutarates
2109;N-Methylaspartate
2116;Vitamin E
2117;alpha-Tocopherol
2118;Alprazolam
2119;Alprenolol
2122;Sulfonamides
2123;Altretamine
2125;Piperidines
2126;Benzoates
2130;Amantadine
2132;Ambroxol
2140;Diatrizoate
2141;Amifostine
2142;Amikacin
2143;Tropanes
2145;Aminoglutethimide
2148;p-Aminohippuric Acid
2149;gamma-Aminobutyric Acid
2151;Ampyrone
2153;Theophylline
2154;Aminopterin
2155;Thiazoles
2157;Amiodarone
2160;Amitriptyline
2162;Amlodipine
2164;Amobarbital
2165;Amodiaquine
2170;Amoxapine
2171;Amoxicillin
2174;Ampicillin
2178;Amprolium
2179;Amsacrine
2180;Amygdalin
2181;Anabasine
2194;Anethole Trithione
2196;Pyrrolidinones
2199;Anisomycin
2200;Antazoline
2201;Antibodies, Antineutrophil Cytoplasmic
2202;Anthralin
2206;Antipyrine
2207;Aminobutyric Acids
2210;Aphidicolin
2214;Acetophenones
2215;Apomorphine
2216;Clonidine
2218;Aprindine
2230;Arecoline
2231;Oligopeptides
2236;Aristolochic Acids
2242;Aspartame
2244;Aspirin
2247;Astemizole
2249;Atenolol
2253;Isoxazoles
2256;Atrazine
2259;Aurintricarboxylic Acid
2265;Azathioprine
2266;Dicarboxylic Acids
2268;Azinphosmethyl
2272;Azo Compounds
2276;Amanitins
2283;Bacitracin
2284;Baclofen
2286;Epoxy Compounds
2294;Barbital
2301;Acrylonitrile
2303;3-Pyridinecarboxylic acid, 1,4-dihydro-2,6-dimethyl-5-nitro-4-(2-(trifluoromethyl)phenyl)-, Methyl ester
2307;Beclomethasone
2308;Beclomethasone
2310;Bemegride
2312;Bencyclane
2314;Phenylcarbamates
2315;Bendroflumethiazide
2318;Fenfluramine
2319;Toluidines
2327;Benserazide
2328;Benzothiadiazines
2333;Benzbromarone
2334;Benzoates
2335;Benzethonium
2336;Benzo(a)pyrene
2337;Benzocaine
2341;Benzphetamine
2343;Benzothiadiazines
2344;Benztropine
2345;Benzoates
2346;Isothiocyanates
2347;Phthalic Acids
2349;Penicillin G
2351;Bepridil
2353;Berberine
2354;Diminazene
2359;Boronic Acids
2361;beta-Naphthoflavone
2365;Propiolactone
2366;Betahistine
2368;Bethanidine
2369;Betaxolol
2370;Bethanechol
2378;Imidazoles
2380;Biopterin
2381;Biperiden
2391;Bisacodyl
2399;Maleimides
2405;Bisoprolol
2406;Bithionol
2412;Bleomycin
2431;Bretylium Tosylate
2435;Quinoxalines
2441;Bromazepam
2442;Bromhexine
2443;Bromocriptine
2446;Metoclopramide
2447;Bromisovalum
2448;Haloperidol
2450;Propylene Glycols
2453;Oxyquinoline
2460;Bucladesine
2462;Budesonide
2466;Bufexamac
2467;Pyrrolidines
2468;Buformin
2471;Bumetanide
2474;Bupivacaine
2475;Bupranolol
2477;Buspirone
2478;Busulfan
2480;4-Aminobenzoic Acid
2481;Barbiturates
2482;Benzocaine
2485;Butirosin Sulfate
2487;Butorphanol
2513;Cacodylic Acid
2517;Diterpenes
2519;Caffeine
2520;Verapamil
2528;Metrizoate
2533;Naphthalenes
2537;Camphor
2538;Camptothecin
2542;Cannabidiol
2543;Cannabinol
2545;Cantharidin
2550;Captopril
2551;Carbachol
2554;Carbamazepine
2555;Carbamazepine
2560;Carbenicillin
2563;Carbidopa
2566;Carbofuran
2569;Carbazilquinone
2572;gamma-Aminobutyric Acid
2574;Carnosine
2576;Carisoprodol
2578;Carmustine
2583;Carteolol
2603;Carbonyl Cyanide m-Chlorophenyl Hydrazone
2610;Cefadroxil
2611;Cephaloridine
2616;Cephapirin
2618;Cefazolin
2663;Celiprolol
2666;Cephalexin
2674;Perylene
2678;Cetirizine
2682;Fatty Alcohols
2683;Cetylpyridinium
2690;Quinazolines
2692;Adenosine
2707;Chloral Hydrate
2708;Chlorambucil
2710;Tripelennamine
2712;Chlordiazepoxide
2714;Chlormadinone Acetate
2716;Chlormerodrin
2717;Chlormezanone
2719;Chloroquine
2720;Chlorothiazide
2723;Xylenes
2724;Chlorphenesin
2725;Chlorpheniramine
2726;Chlorpromazine
2727;Chlorpropamide
2728;Chlorpropham
2730;Chlorpyrifos
2732;Chlorthalidone
2733;Chlorzoxazone
2741;Chromones
2748;Cyclacillin
2750;Thiazolidinediones
2753;Quinolones
2754;Tetrazoles
2756;Cimetidine
2757;Cinchona Alkaloids
2758;Cyclohexanols
2761;Cinnarizine
2762;Cinoxacin
2763;Clofibric Acid
2764;Ciprofloxacin
2767;Cisplatin
2769;Cisapride
2771;Citalopram
2774;Citrinin
2775;Coumarins
2781;Clemastine
2783;Clenbuterol
2786;Clindamycin
2788;Clioquinol
2789;Benzodiazepines
2794;Clofazimine
2796;Clofibrate
2797;Clofibric Acid
2799;Cresols
2800;Clomiphene
2801;Clomipramine
2802;Clonazepam
2803;Clonidine
2804;Clopamide
2809;Clorazepate Dipotassium
2812;Clotrimazole
2817;Tolnaftate
2818;Clozapine
2820;Clozapine
2826;Cocaine
2828;Codeine
2830;Pyrazines
2832;Demecolcine
2833;Colchicine
2859;Inositol
2866;Yohimbine
2871;Coumaphos
2879;Cresols
2882;Cromolyn Sodium
2889;Curcumin
2890;Dioxoles
2893;Cyclandelate
2898;Cyclofenil
2899;Cycloheptanes
2900;Cycloheximide
2901;Cycloleucine
2904;Cyclopenthiazide
2905;Cyclopentolate
2906;Cyclopentanes
2907;Cyclophosphamide
2910;Benzothiadiazines
2913;Cyproheptadine
2915;Cystamine
2916;Cystaphos
2935;Glutamine
2943;Phthalic Acids
2944;Hypoxanthines
2949;Danazol
2950;Anthraquinones
2955;Dapsone
2958;Daunorubicin
2966;Debrisoquin
2969;Decanoic Acids
2971;Ubiquinone
2973;Deferoxamine
2975;Dehydrocholic Acid
2978;Tetrahydrocannabinol
2987;Deoxycholic Acid
2993;Dequalinium
2995;Desipramine
2997;Nordazepam
2998;Vanillic Acid
3000;Desoximetasone
3001;Desoxycorticosterone
3003;Betamethasone
3007;Amphetamine
3008;Dextromethorphan
3009;Eflornithine
3012;Thiazoles
3016;Diazepam
3017;Diazinon
3019;Diazoxide
3021;Dibekacin
3023;Thiophenes
3024;Hydrocarbons, Brominated
3025;Dibucaine
3026;Dibutyl Phthalate
3030;Dicamba
3031;Nitriles
3033;Diclofenac
3035;Dichlorodiphenyl Dichloroethylene
3036;DDT
3037;Dichlorophen
3038;Dichlorphenamide
3039;Dichlorvos
3041;Dicloxacillin
3042;Dicyclomine
3043;Didanosine
3048;Endrin
3050;Phosphonic Acids
3051;Diethyl Pyrocarbonate
3052;Diethylcarbamazine
3053;Pentetic Acid
3059;Diflunisal
3061;Digitoxin
3062;Digoxin
3065;Dihydroergocristine
3066;Dihydroergotamine
3074;Dilazep
3076;Diltiazem
3077;Dimaprit
3080;Dimercaprol
3081;Dimethadione
3082;Dimethoate
3086;Diethyl Pyrocarbonate
3090;Dimetridazole
3092;Dinitolmide
3093;Ethylene Glycols
3100;Diphenhydramine
3102;Benzophenones
3107;Oligopeptides
3108;Dipyridamole
3114;Disopyramide
3117;Disulfiram
3118;Disulfoton
3120;Diuron
3121;Valproic Acid
3122;2-Amino-5-phosphonovalerate
3125;alpha-Methyltyrosine
3126;Sphingosine
3127;p-Chloroamphetamine
3132;Thiorphan
3134;Adenine
3136;Naphthoquinones
3151;Domperidone
3156;Doxapram
3157;Doxazosin
3158;Doxepin
3162;Doxylamine
3165;Dichlororibofuranosylbenzimidazole
3168;Droperidol
3169;Propylene Glycols
3171;Droxidopa
3182;Dyphylline
3194;Azoles
3197;Echinomycin
3198;Econazole
3202;Edrophonium
3211;Oligopeptides
3213;Ellipticines
3220;Emodin
3224;Endosulfan
3225;Dicarboxylic Acids
3226;Enflurane
3229;Enoxacin
3230;Glycyrrhetinic Acid
3240;Cholestanol
3242;Epirizole
3243;Androstanols
3247;Equilin
3251;Ergotamine
3255;Erythromycin
3259;Erythrosine
3261;Estazolam
3268;Estramustine
3269;Estriol
3276;Etanidazole
3277;Etazolate
3278;Ethacrynic Acid
3279;Ethambutol
3283;Ether, Ethyl
3284;Ethionamide
3285;Ethinyl Estradiol
3286;Organothiophosphorus Compounds
3288;Ethisterone
3289;Thiophosphoric Acid Esters
3291;Ethosuximide
3292;Hydantoins
3293;Ethoxyquin
3295;Ethoxzolamide
3301;Ethylenediamines
3302;Ethylestrenol
3304;Ethynodiol Diacetate
3305;Etidronic Acid
3306;Etilefrine
3308;Etodolac
3310;Etoposide
3314;Eugenol
3325;Famotidine
3326;Methamphetamine
3327;Farnesol
3330;Carbonyl Cyanide p-Trifluoromethoxyphenylhydrazone
3331;Propylene Glycols
3332;Phenylacetates
3333;Felodipine
3334;Fenbendazole
3335;Phenylbutyrates
3336;Fendiline
3337;Fenfluramine
3339;Procetofen
3341;Fenoldopam
3342;Fenoprofen
3343;Fenoterol
3345;Fentanyl
3346;Fenthion
3351;Piperazines
3354;Flavoxate
3356;Flecainide
3357;Fleroxacin
3363;Floxuridine
3365;Fluconazole
3366;Flucytosine
3371;Flufenamic Acid
3372;Fluphenazine
3373;Flumazenil
3374;Fluoroquinolones
3375;Flumethasone
3380;Flunitrazepam
3381;Fluocinolone Acetonide
3382;Fluocinonide
3383;Fluorescein
3384;Fluorometholone
3385;Fluorouracil
3386;Fluoxetine
3388;Fluphenazine
3390;Fluprednisolone
3392;Flurandrenolone
3393;Flurazepam
3394;Flurbiprofen
3396;Fluspirilene
3397;Flutamide
3405;Folic Acid
3406;Pyrazoles
3413;Forskolin
3415;Foscarnet
3417;Fosfomycin
3418;Phosphoric Acid Esters
3423;Pyrroles
3426;Fructose
3429;Sugar Alcohols
3431;Fumonisins
3432;Fumonisins
3433;Theophylline
3435;Furazolidone
3440;Furosemide
3442;Fusaric Acid
3446;gamma-Aminobutyric Acid
3447;Gabexate
3449;Galantamine
3450;Gallamine Triethiodide
3452;Aminocaproic Acids
3454;Ganciclovir
3463;Gemfibrozil
3467;Gentamicins
3468;Gentian Violet
3469;Gentisates
3471;Gestonorone Caproate
3474;Glafenine
3475;Gliclazide
3476;Sulfonylurea Compounds
3477;Gliotoxin
3478;Glipizide
3485;Glutaral
3487;Glutethimide
3488;Glyburide
3494;Glycopyrrolate
3495;Glycyrrhizic Acid
3496;Glycine
3503;Gossypol
3510;Granisetron
3512;Griseofulvin
3515;Sesquiterpenes
3516;Guaifenesin
3517;Guanabenz
3518;Guanethidine
3519;Guanfacine
3520;Guanidine
3538;Benzodiazepines
