geneID	chromosome	start	stop
CDC9	4	167255	164988
CDC36	4	164291	164866
FAP7	4	164043	163450
NRP1	4	163155	160996
SFA1	4	159605	160765
UGX2	4	158736	158065
UGA3	4	156319	157905
GLT1	4	155641	149204
YDL172C	4	149087	148608
YDL173W	4	148192	149079
DLD1	4	147590	145827
AIR2	4	145519	144485
YDL176W	4	142098	144224
YDL177C	4	141722	141210
DLD2	4	139523	141115
PCL9	4	138292	139206
YDL180W	4	135897	137540
INH1	4	135180	135437
LYS20	4	133438	134724
YDL183C	4	131834	130872
RPL41A	4	130485	130408
YDL185C-A	4	126836	126609
TFP1	4	126788	130003
YDL186W	4	125617	126450
YDL187C	4	125839	125510
PPH22	4	124999	123866
RBS1	4	122217	123590
UFD2	4	121593	118708
RPL35A	4	117665	118518
ARF1	4	116322	116867
YDL193W	4	114673	115800
SNF3	4	111581	114235
SEC31	4	107209	111030
YDL196W	4	106742	107071
ASF2	4	106495	104918
YHM1	4	104552	103650
YDL199C	4	103354	101291
MGT1	4	101122	100502
TRM8	4	99562	100422
MRPL11	4	98476	99225
YDL203C	4	97954	96083
RTN2	4	94606	95787
HEM3	4	93746	92763
YDL206W	4	90177	92465
GLE1	4	88249	89865
NHP2	4	87462	87983
CWC2	4	87227	86208
UGA4	4	84271	85986
YDL211C	4	80413	79295
SHR3	4	78427	79059
NOP6	4	77967	77290
PRR2	4	76546	74447
GDH2	4	73919	70641
RRI1	4	70365	68998
TIM22	4	68607	67984
YDL218W	4	66494	67447
DTD1	4	65243	65766
CDC13	4	65019	62245
YDL221W	4	62012	62563
YDL222C	4	61802	60873
HBT1	4	60406	57266
WHI4	4	56347	54398
SHS1	4	52446	54101
GCS1	4	52174	51116
HO	4	48032	46272
YDL228C	4	45919	45278
SSB1	4	44066	45907
PTP1	4	42701	43708
BRE4	4	42245	38868
OST4	4	38488	38598
YDL233W	4	36798	38174
GYP7	4	36478	34238
YPD1	4	33918	33415
PHO13	4	32296	33234
YDL237W	4	30657	31829
YDL238C	4	30454	28985
ADY3	4	28775	26403
YDL240C-A	4	22608	22471
LRG1	4	22823	25876
YDL241W	4	20635	21006
YDL242W	4	18959	19312
AAD4	4	18566	17577
THI13	4	16204	17226
HXT15	4	13360	11657
SOR2	4	9756	8683
MPH2	4	5985	7814
YDL247W-A	4	3762	3836
COS7	4	1802	2953
YDLCdelta1	4	434736	434420
YDLWtau1	4	437146	437515
NTH1	4	452472	450217
YRB1	4	453042	453647
YDR003W	4	454119	454751
YDR003W-A	4	454779	454901
RAD57	4	455198	456580
MAF1	4	458100	456833
SOK1	4	461244	458539
TRP1	4	461839	462513
YDR008C	4	462599	462249
GAL3	4	463431	464993
YDR010C	4	465380	465048
SNQ2	4	465916	470421
RPL4B	4	471850	472938
PSF1	4	473154	473780
RAD61	4	474043	475986
YDR015C	4	478195	477806
DAD1	4	478754	478470
KCS1	4	482263	479111
YDR018C	4	483856	482666
GCV1	4	485361	484159
YDR020C	4	486440	485742
FAL1	4	486800	487999
CIS1	4	488658	488068
SES1	4	489504	490892
FYV1	4	491013	491498
RPS11A	4	491511	492320
YDR026C	4	494264	492552
VPS54	4	497314	494645
REG1	4	500875	497831
YDR029W	4	501096	501410
RAD28	4	503269	501749
YDR031W	4	503494	503847
PST2	4	504690	504094
MRH1	4	508142	509104
LYS14	4	512104	509732
YDR034C-A	4	520687	520511
YDR034C-C	4	519351	518035
YDR034C-D	4	519351	514038
YDR034W-B	4	521309	521464
ARO3	4	521811	522923
EHD3	4	524708	523206
KRS1	4	525435	527210
ENA5	4	530692	527417
ENA2	4	534577	531302
ENA1	4	538462	535187
RSM10	4	539798	540409
YDR042C	4	541198	540596
NRG1	4	543365	542670
HEM13	4	546638	547624
RPC11	4	548306	547974
BAP3	4	550572	548758
HEM12	4	551856	552944
YDR048C	4	553394	553080
YDR049W	4	553250	555148
TPI1	4	556468	555722
YDR051C	4	558056	557052
DBF4	4	560621	558507
YDR053W	4	560245	560640
CDC34	4	562323	561436
PST1	4	563523	564857
YDR056C	4	565636	565019
YOS9	4	565923	567551
TGL2	4	568699	567719
UBC5	4	569766	569230
MAK21	4	570644	573721
YDR061W	4	574159	575778
LCB2	4	576469	578154
YDR063W	4	578659	579108
RPS13	4	579454	580448
YDR065W	4	580683	581780
YDR066C	4	582494	581904
YDR067C	4	583461	582787
DOS2	4	583709	584641
DOA4	4	587715	584935
YDR070C	4	588375	588094
YDR071C	4	589398	588823
IPT1	4	591340	589757
SNF11	4	592434	592943
TPS2	4	593888	596578
PPH3	4	597151	598077
RAD55	4	598463	599683
SED1	4	600788	601804
SHU2	4	602864	602193
YDR079C-A	4	603806	603588
PET100	4	603059	603394
VPS41	4	604003	606981
PDC2	4	610076	607299
STN1	4	610436	611920
RRP8	4	612068	613219
YDR084C	4	613998	613399
AFR1	4	616144	614282
SSS1	4	617164	616922
RRP1	4	618300	617464
SLU7	4	619639	618491
YDR089W	4	622106	624715
YDR090C	4	625992	625060
YDR091C	4	628528	626702
UBC13	4	629870	630599
DNF2	4	631276	636114
YDR094W	4	635834	636169
YDR095C	4	636521	636111
GIS1	4	637133	639817
MSH6	4	643831	640103
GRX3	4	645029	644172
YDR098C-A	4	651120	649798
YDR098C-B	4	651120	645852
BMH2	4	653601	654422
YDR100W	4	655007	655438
ARX1	4	657461	655680
YDR102C	4	657974	657642
STE5	4	658344	661097
SPO71	4	664904	661167
TMS1	4	666764	665343
ARP10	4	666998	667852
YDR107C	4	671028	669010
GSG1	4	671263	673359
YDR109C	4	675661	673514
FOB1	4	676096	677796
YDR111C	4	679758	678235
YDR112W	4	679538	679846
PDS1	4	681611	680490
YDR114C	4	682220	681918
YDR115W	4	682169	682486
MRPL1	4	683575	682718
YDR117C	4	685637	683940
APC4	4	685876	687834
YDR118W-A	4	687762	687878
YDR119W	4	688221	690527
TRM1	4	693255	691543
DPB4	4	693579	694169
KIN1	4	694694	697888
INO2	4	699462	698548
YDR124W	4	700309	701283
ECM18	4	702752	701391
SWF1	4	703228	704238
ARO1	4	704478	709244
YDR128W	4	709543	712989
SAC6	4	715373	713334
FIN1	4	716616	715741
YDR131C	4	718454	716784
YDR132C	4	720297	718810
YDR133C	4	721291	720956
YDR134C	4	721475	721065
YCF1	4	727545	722998
VPS61	4	728277	727705
RGP1	4	728253	730244
HPR1	4	730572	732830
RUB1	4	733918	733612
YDR140W	4	734132	734797
DOP1	4	739991	734895
PEX7	4	741594	740467
SAN1	4	743868	742036
MKC7	4	746095	744305
TAF12	4	746732	748351
SWI5	4	750736	748607
EKI1	4	751625	753229
KGD2	4	755060	753669
YDR149C	4	756256	755549
NUM1	4	755622	763868
CTH1	4	765149	764172
GIR2	4	765700	766497
ENT5	4	767965	766730
YDR154C	4	768747	768397
CPR1	4	768994	768506
RPA14	4	769519	769932
YDR157W	4	769925	770326
HOM2	4	770351	771448
SAC3	4	771871	775776
SSY1	4	776157	778715
YDR161W	4	779037	780200
NBP2	4	781094	780384
CWC15	4	781417	781944
SEC1	4	784209	782035
TRM82	4	784865	786199
SEC5	4	789215	786300
TAF10	4	789443	790063
CDC37	4	790322	791842
STB3	4	793883	792342
YDR169C-A	4	794717	794568
SEC7	4	802216	796187
YDR170W-A	4	803189	804511
HSP42	4	806615	807742
SUP35	4	808318	810375
ARG82	4	811626	810559
HMO1	4	812104	812844
RSM24	4	814146	813187
NGG1	4	814446	816554
UBC1	4	816872	817519
SDH4	4	817944	818489
CSN9	4	819190	818702
YDR179W-A	4	820011	820817
SCC2	4	821288	825769
SAS4	4	827348	825903
CDC1	4	827575	829050
YDR182W-A	4	829144	829347
YDR183C-A	4	830647	830390
PLP1	4	829578	830270
ATC1	4	831506	830622
YDR185C	4	832466	831927
YDR186C	4	835485	832852
YDR187C	4	836739	836221
CCT6	4	836414	838054
SLY1	4	838385	840385
RVB1	4	841988	840597
HST4	4	842330	843442
NUP42	4	844854	843562
YDR193W	4	844547	844945
MSS116	4	847939	845945
YDR194W-A	4	848064	848216
REF2	4	848592	850193
YDR196C	4	850992	850267
CBS2	4	851221	852390
YDR198C	4	853965	852526
YDR199W	4	854168	854533
VPS64	4	856086	854272
SPC19	4	856310	856807
RAV2	4	857946	856891
YDR203W	4	857675	857992
COQ4	4	858130	859137
MSC2	4	859339	861513
EBS1	4	862047	864701
UME6	4	867515	865005
MSS4	4	868217	870556
YDR209C	4	871442	871029
YDR210C-C	4	883920	882598
YDR210C-D	4	883920	878652
YDR210W	4	871067	871294
YDR210W-A	4	872105	873421
YDR210W-B	4	872105	877418
GCD6	4	884720	886858
TCP1	4	887225	888904
UPC2	4	889744	892485
AHA1	4	892868	893920
YDR215C	4	894494	894111
ADR1	4	895027	898998
RAD9	4	903472	899543
SPR28	4	905044	903773
YDR219C	4	906844	905447
YDR220C	4	907285	906992
YDR221W	4	907322	909430
YDR222W	4	910046	911293
YDR223W	4	912091	913494
HTB1	4	914704	914309
HTA1	4	915522	915920
ADK1	4	916478	917146
SIR4	4	917563	921639
PCF11	4	923798	921918
IVY1	4	924777	926138
YDR230W	4	926215	926562
COX20	4	926902	926285
HEM1	4	927444	929090
RTN1	4	930349	929462
LYS4	4	931121	933202
PRP42	4	933496	935130
FMN1	4	935884	935228
MRPL7	4	936607	937485
SEC26	4	940808	937887
YDR239C	4	943412	941049
SNU56	4	945144	943666
BUD26	4	945143	945430
AMD2	4	946799	948448
PRP28	4	950276	948510
PEX5	4	950555	952393
MNN10	4	952792	953973
TRS23	4	954280	954939
YDR246W-A	4	955125	955325
VHS1	4	956005	957390
YDR248C	4	958331	957750
YDR249C	4	959794	958673
YDR250C	4	960353	960078
PAM1	4	960606	963098
BTT1	4	963404	963853
MET32	4	964557	963982
CHL4	4	965105	966481
RMD5	4	967814	966549
CTA1	4	969672	968125
RMS1	4	971466	969982
HSP78	4	974235	971800
YAP6	4	975774	974623
SWM1	4	977221	976709
EXG2	4	979201	977513
YDR261C-C	4	992341	991019
YDR261C-D	4	992341	987526
YDR261W-A	4	981454	982770
YDR261W-B	4	981454	986767
YDR262W	4	993126	993944
DIN7	4	995526	994234
AKR1	4	998315	996021
PEX10	4	998856	999869
YDR266C	4	1002015	1000096
YDR267C	4	1003494	1002502
MSW1	4	1003996	1005135
YDR269C	4	1005980	1005657
CCC2	4	1005667	1008681
YDR271C	4	1008758	1008387
GLO2	4	1009002	1009826
DON1	4	1010168	1011265
YDR274C	4	1011952	1011581
BSC2	4	1012244	1012951
PMP3	4	1013635	1013468
MTH1	4	1015694	1014393
YDR278C	4	1017310	1016993
RNH202	4	1019360	1020412
RRP45	4	1020739	1021656
PHM6	4	1022313	1021999
YDR282C	4	1024747	1023503
GCN2	4	1030041	1025062
DPP1	4	1031411	1030542
ZIP1	4	1032428	1035055
YDR286C	4	1035567	1035223
YDR287W	4	1035987	1036865
YDR288W	4	1037187	1038098
RTT103	4	1039501	1038272
YDR290W	4	1039362	1039691
YDR291W	4	1039720	1042953
SRP101	4	1045003	1043138
SSD1	4	1049384	1045632
DPL1	4	1052220	1050451
HDA2	4	1054639	1052615
MHR1	4	1055204	1055884
SUR2	4	1056543	1057592
ATP5	4	1058806	1058168
BFR2	4	1059619	1061223
PRO1	4	1062783	1061497
CFT1	4	1063344	1067417
GPI11	4	1067723	1068382
RSC3	4	1071378	1068721
CPR5	4	1072549	1071872
HNT2	4	1073480	1072738
YDR306C	4	1075163	1073727
YDR307W	4	1075857	1077845
SRB7	4	1078441	1078019
GIC2	4	1080191	1079040
SUM1	4	1084308	1081120
TFB1	4	1085058	1086986
SSF2	4	1087574	1088935
PIB1	4	1090072	1089212
YDR314C	4	1092504	1090426
IPK1	4	1093579	1092734
YDR316W	4	1093756	1095171
YDR316W-A	4	1096057	1097379
YDR316W-B	4	1096057	1101325
YDR317W	4	1102177	1103421
MCM21	4	1103751	1104940
YDR319C	4	1105820	1104996
SWA2	4	1108094	1106088
DAD4	4	1108491	1108273
YDR320W-B	4	1108477	1108614
ASP1	4	1108695	1109840
TIM11	4	1112286	1111996
MRPL35	4	1110582	1111685
PEP7	4	1114020	1112473
UTP4	4	1116756	1114426
YCG1	4	1117117	1120224
YDR326C	4	1124916	1120600
YDR327W	4	1125293	1125619
SKP1	4	1126009	1125425
PEX3	4	1127586	1126261
YDR330W	4	1127863	1129365
GPI8	4	1129579	1130814
YDR332W	4	1130992	1133061
YDR333C	4	1135422	1133251
YDR334W	4	1135923	1140467
MSN5	4	1141158	1144832
YDR336W	4	1145082	1146026
MRPS28	4	1146309	1147169
YDR338C	4	1149456	1147369
YDR339C	4	1150510	1149941
YDR340W	4	1150871	1151173
YDR341C	4	1153616	1151793
HXT7	4	1155918	1154206
HXT6	4	1161310	1159598
YDR344C	4	1162439	1161996
HXT3	4	1164650	1162947
SVF1	4	1168649	1167204
MRP1	4	1169168	1170133
YDR348C	4	1171815	1170316
YPS7	4	1174166	1172376
TCM10	4	1178163	1176328
SBE2	4	1178655	1181249
YDR352W	4	1181790	1182743
TRR1	4	1183288	1184247
YDR354C-A	4	1185271	1185128
TRP4	4	1184736	1185878
YDR355C	4	1186358	1186056
SPC110	4	1186096	1188930
YDR357C	4	1189556	1189188
GGA1	4	1190048	1191721
VID21	4	1194873	1191925
YDR360W	4	1194587	1194973
BCP1	4	1196251	1195400
TFC6	4	1198685	1196667
ESC2	4	1199171	1200541
SEM1	4	1202116	1202385
CDC40	4	1204198	1202831
YDR365C	4	1206371	1204485
YDR365W-A	4	1206985	1208307
YDR365W-B	4	1206985	1212253
YDR366C	4	1212824	1212426
YDR367W	4	1212836	1213602
YPR1	4	1213892	1214830
XRS2	4	1217568	1215004
YDR370C	4	1219098	1217770
YDR371C-A	4	1219601	1219497
CTS2	4	1219401	1220936
VPS74	4	1222137	1221100
FRQ1	4	1222747	1223319
YDR374C	4	1224382	1223462
BCS1	4	1226524	1225154
ARH1	4	1226810	1228291
ATP17	4	1228599	1228904
LSM6	4	1229708	1229337
YDR379C-A	4	1233505	1233266
RGA2	4	1230155	1233184
ARO10	4	1234206	1236113
YDR381C-A	4	1238838	1238300
YRA1	4	1236546	1237992
RPP2B	4	1239480	1239812
NKP1	4	1240664	1239948
ATO3	4	1242019	1241192
EFT2	4	1243218	1245746
MUS81	4	1246072	1247970
YDR387C	4	1249809	1248142
RVS167	4	1250174	1251622
SAC7	4	1252525	1254489
UBA2	4	1256835	1254925
YDR391C	4	1258044	1257346
SPT3	4	1258684	1259697
SHE9	4	1259889	1261259
RPT3	4	1261669	1262955
SXM1	4	1263312	1266146
YDR396W	4	1266283	1266783
NCB2	4	1266886	1266354
UTP5	4	1267459	1269390
HPT1	4	1270056	1270721
URH1	4	1271051	1272073
YDR401W	4	1272211	1272774
DIT2	4	1273691	1272222
DIT1	4	1274590	1276200
RPB7	4	1277157	1276642
MRP20	4	1277634	1278425
PDR15	4	1279198	1283787
YDR406W-A	4	1283787	1284032
TRS120	4	1287926	1284057
ADE8	4	1288847	1288203
SIZ1	4	1289394	1292108
STE14	4	1293079	1292360
YDR411C	4	1294382	1293357
YDR412W	4	1294681	1295388
YDR413C	4	1295399	1294824
ERD1	4	1296674	1295586
YDR415C	4	1298149	1297025
SYF1	4	1298420	1300999
YDR417C	4	1301914	1301543
RPL12B	4	1301604	1302101
RAD30	4	1303162	1305060
HKR1	4	1306255	1311663
ARO80	4	1312028	1314880
SIP1	4	1317905	1315314
CAD1	4	1319263	1318034
DYN2	4	1319829	1319375
SNX41	4	1320052	1321929
YDR426C	4	1321994	1321617
RPN9	4	1322193	1323374
YDR428C	4	1324227	1323442
TIF35	4	1325289	1324465
CYM1	4	1328458	1325489
YDR431W	4	1328378	1328689
NPL3	4	1328771	1330015
YDR433W	4	1329588	1330028
GPI17	4	1331225	1332829
PPM1	4	1333957	1332971
PPZ2	4	1334809	1336941
YDR437W	4	1337340	1337762
YDR438W	4	1338262	1339374
LRS4	4	1339664	1340707
DOT1	4	1342481	1344229
APT2	4	1345050	1344505
YDR442W	4	1345635	1346027
SSN2	4	1349926	1345664
YDR444W	4	1350278	1352341
YDR445C	4	1352577	1352170
ECM11	4	1353713	1354621
RPS17B	4	1355541	1354817
ADA2	4	1356053	1357357
UTP6	4	1358890	1357568
RPS18A	4	1359911	1360786
YHP1	4	1362169	1361108
PPN1	4	1362866	1364890
TSA2	4	1365650	1365060
GUK1	4	1366815	1366252
YDR455C	4	1367669	1367361
NHX1	4	1367473	1369374
TOM1	4	1369778	1379584
YDR458C	4	1382034	1380043
YDR459C	4	1383431	1382307
TFB3	4	1383799	1384764
MFA1	4	1385164	1385274
MRPL28	4	1386061	1386504
STP1	4	1386804	1388363
YDR464C-A	4	1392668	1392480
SPP41	4	1388860	1393167
RMT2	4	1394562	1393324
PKH3	4	1395109	1397805
YDR467C	4	1397897	1397571
TLG1	4	1398688	1398014
SDC1	4	1399003	1399530
UGO1	4	1401202	1399694
RPL27B	4	1401758	1402552
TRS31	4	1403310	1404161
PRP3	4	1405842	1404433
YDR475C	4	1410082	1407452
YDR476C	4	1411115	1410441
SNF1	4	1412361	1414262
SNM1	4	1414563	1415159
PEX29	4	1416862	1415198
DIG2	4	1417387	1418358
PHO8	4	1420238	1418538
CWC21	4	1420826	1420419
KRE2	4	1421145	1422473
VPS52	4	1422751	1424676
VPS72	4	1427195	1424808
VPS60	4	1428108	1427419
RIB3	4	1428968	1428342
PAC11	4	1430777	1429176
SLD5	4	1431000	1431884
PKH1	4	1434256	1431956
YDR491C	4	1434979	1434488
YDR492W	4	1434912	1435862
YDR493W	4	1436205	1436576
YDR494W	4	1436918	1438003
VPS3	4	1441138	1438103
PUF6	4	1443391	1441421
ITR1	4	1445455	1443701
SEC20	4	1446982	1445831
LCD1	4	1447818	1450061
RPL37B	4	1450841	1450186
PLM2	4	1451341	1452906
SAM2	4	1454452	1453298
LPP1	4	1455854	1455030
YDR504C	4	1456682	1456299
PSP1	4	1459208	1456683
YDR506C	4	1461542	1459716
GIN4	4	1465774	1462346
GNP1	4	1468432	1466441
YDR509W	4	1468214	1468561
YDR510C-A	4	1469799	1469683
SMT3	4	1469388	1469693
ACN9	4	1470005	1470406
EMI1	4	1471051	1470488
TTR1	4	1471005	1471436
YDR514C	4	1472987	1471536
SLF1	4	1473417	1474760
EMI2	4	1476464	1474962
YDR517W	4	1477227	1478345
EUG1	4	1478596	1480149
FPR2	4	1480413	1480820
YDR520C	4	1483391	1481073
YDR521W	4	1483129	1483464
SPS2	4	1485291	1483783
SPS1	4	1487026	1485554
AGE1	4	1488978	1487530
YDR524C-A	4	1489978	1489859
YDR524C-B	4	1489786	1489586
YDR524W-A	4	1489391	1489480
API2	4	1489893	1490222
SNA2	4	1490584	1490823
YDR526C	4	1491533	1491063
YDR527W	4	1491082	1492401
HLR1	4	1494574	1495845
QCR7	4	1496536	1496153
APA2	4	1497756	1496779
YDR531W	4	1498220	1499323
YDR532C	4	1500541	1499384
HSP31	4	1502148	1501435
FIT1	4	1504887	1503301
YDR535C	4	1507349	1506593
STL1	4	1507992	1509701
YDR537C	4	1511447	1510842
PAD1	4	1510888	1511616
YDR539W	4	1512080	1513591
YDR540C	4	1517655	1517116
YDR541C	4	1520678	1519644
YDR542W	4	1523230	1523592
YDR543C	4	1524914	1524615
YDR544C	4	1525504	1525076
YDR545C-A	4	1531323	1530844
YRF1-1	4	1526302	1531692
YDRCTy1-1	4	651413	645496
YDRCTy1-2	4	884213	878296
YDRCTy1-3	4	992634	987142
YDRCTy2-1	4	519642	513687
YDRCdelta2	4	513253	512981
YDRCdelta21	4	987475	987142
YDRCdelta22	4	992634	992301
YDRCdelta3	4	513585	513254
YDRCdelta4	4	514015	513687
YDRCdelta5	4	519642	519311
YDRCdelta6a	4	520470	520168
YDRCdelta6b	4	520828	520801
YDRCdelta7	4	645829	645496
YDRCdelta8	4	651413	651080
YDRCdelta9	4	651974	651676
YDRCsigma1	4	651497	651414
YDRCsigma2	4	668430	668090
YDRCsigma3	4	946287	945947
YDRCsigma6	4	1175802	1175124
YDRWTy1-4	4	1095760	1101685
YDRWTy1-5	4	1206692	1212609
YDRWTy2-2	4	871814	877772
YDRWTy2-3	4	981163	987117
YDRWdelta10	4	668537	668778
YDRWdelta11	4	802899	803229
YDRWdelta12	4	945343	945665
YDRWdelta13	4	871814	872145
YDRWdelta14	4	877441	877772
YDRWdelta19	4	981163	981494
YDRWdelta20	4	986786	987117
YDRWdelta23	4	1095760	1096097
YDRWdelta24	4	1101348	1101685
YDRWdelta25	4	1151029	1151358
YDRWdelta26	4	1175306	1175637
YDRWdelta27	4	1206692	1207025
YDRWdelta28	4	1212276	1212609
YDRWdelta29	4	1352632	1352963
YDRWdelta30	4	1352964	1353214
YDRWdelta31	4	1518464	1518787
YDRWdelta7	4	520472	520800
YDRWsigma4	4	992732	992807
YDRWsigma5	4	1023129	1023469
YEL001C	5	150977	150300
WBP1	5	150013	148721
GIM4	5	148227	148598
YEA4	5	146950	147978
VAB2	5	146754	145906
YEL006W	5	144326	145333
YEL007W	5	141891	143891
YEL008C-A	5	140818	140726
YEL008W	5	140512	140892
GCN4	5	139763	138918
YEL009C-A	5	136778	136371
YEL010W	5	136279	136629
GLC3	5	133120	135234
UBC8	5	131772	132551
VAC8	5	128825	130561
YEL014C	5	128608	128303
YEL015W	5	126629	128284
YEL016C	5	126218	124737
PMP2	5	122929	122798
GTT3	5	123657	124670
YEL018C-A	5	121988	121455
EAF5	5	121471	122310
MMS21	5	121301	120498
YEL020C	5	120299	118617
YEL020C-B	5	117380	117183
TIM9	5	117211	117474
URA3	5	116167	116970
GEA2	5	111421	115800
YEL023C	5	110552	108504
RIP1	5	107260	107907
YEL025C	5	106147	102581
SNU13	5	101943	102323
CUP5	5	100769	101251
YEL028W	5	98668	99129
BUD16	5	97796	96858
YEL030C-A	5	94897	94583
ECM10	5	94644	96578
SPF1	5	90258	93905
YEL032C-A	5	87201	87040
MCM3	5	86937	89852
YEL033W	5	86179	86598
YEL034C-A	5	86215	85613
HYP2	5	85676	86149
UTR5	5	85545	85045
ANP1	5	84552	83050
RAD23	5	82603	81407
UTR4	5	80420	81145
CYC7	5	79977	79636
UTR2	5	78053	79456
YEL041W	5	75944	77431
GDA1	5	73771	75327
YEL043W	5	70478	73348
IES6	5	69757	70257
YEL045C	5	69265	68840
GLY1	5	68792	67629
YEL047C	5	66797	65385
YEL048C	5	65167	64709
PAU2	5	63728	64090
RML2	5	60851	59670
YEL050W-A	5	59549	59740
VMA8	5	58378	59148
AFG1	5	56571	58100
MAK10	5	56102	53901
YEL053W-A	5	52908	53255
RPL12A	5	53218	52721
POL5	5	51539	48471
HAT2	5	47168	48373
YEL057C	5	45721	45020
PCM1	5	43252	44925
SOM1	5	42624	42400
YEL059W	5	42652	42960
PRB1	5	41953	40046
CIN8	5	39537	36535
NPR2	5	34407	36254
CAN1	5	33466	31694
AVT2	5	31239	29797
SIT1	5	27657	29543
HPA3	5	26667	27206
YEL067C	5	26776	26189
YEL068C	5	25978	25646
HXT13	5	23231	21537
YEL070W	5	19589	21097
DLD3	5	16355	17845
RMD6	5	13720	14415
YEL073C	5	7553	7230
YEL074W	5	6126	6464
YEL075C	5	5713	5345
YEL075W-A	5	4870	5481
YEL076C	5	5114	4464
YEL076C-A	5	5114	4185
YEL077C	5	4097	264
YEL077W-A	5	630	1112
YELCdelta3	5	99664	99490
YELCdelta4	5	135939	135612
YELCtau1	5	118551	118230
YELWdelta1	5	62081	62756
YELWdelta2	5	62142	62474
YELWdelta5	5	137324	137639
YELWdelta6	5	138221	138553
MNN1	5	153519	155807
NOP16	5	156802	157497
PMI40	5	159117	157735
YER004W	5	159579	160274
YND1	5	160549	162441
YER006C-A	5	164660	164343
NUG1	5	162722	164284
YER007C-A	5	166884	166236
PAC2	5	164526	166082
SEC3	5	171817	167807
NTF2	5	172114	172491
YER010C	5	173337	172633
TIR1	5	175247	176011
PRE1	5	177834	178430
PRP22	5	178840	182277
BUD25	5	184699	183730
HEM14	5	182599	184218
FAA2	5	184540	186774
BIM1	5	188276	189310
AFG3	5	191787	189502
SPC25	5	192623	191958
SBH2	5	194538	194272
ISC1	5	192796	194229
GPA2	5	195167	196516
RPN3	5	196947	198518
SRB4	5	198811	200874
YER023C-A	5	201733	201521
PRO3	5	201075	201935
YAT2	5	202191	204962
GCD11	5	205250	206833
CHO1	5	208473	207643
GAL83	5	210231	208978
MIG3	5	211875	210691
SMB1	5	213176	212586
YER030W	5	213415	213897
YPT31	5	214746	214075
FIR1	5	215062	217692
ZRG8	5	221286	218056
YER034W	5	221845	222402
EDC2	5	222638	223075
YER036C	5	225198	223366
PHM8	5	225888	226853
KRE29	5	228251	226857
YER038W-A	5	228450	228830
HVG1	5	229204	228455
YER039C-A	5	229480	229262
GLN3	5	229794	231986
YEN1	5	232460	234739
MXR1	5	234936	235490
SAH1	5	237118	235769
ERG28	5	238015	237569
MEI4	5	239773	238459
ACA1	5	241500	240031
SPO73	5	243179	243610
YER046W-A	5	243699	244028
SAP1	5	246502	243809
CAJ1	5	248156	246981
YER048W-A	5	250717	251001
YER049W	5	251727	253661
RSM18	5	254578	253970
YER051W	5	254655	256133
HOM3	5	257957	256374
YER053C	5	259638	258736
YER053C-A	5	261045	260932
GIP2	5	263697	262051
HIS1	5	265784	264891
FCY2	5	268112	266511
RPL34A	5	270183	269421
HMF1	5	271124	270735
PET117	5	271766	272089
PCL6	5	272622	273884
FCY21	5	274565	276151
FCY22	5	276570	278162
CEM1	5	279624	278296
HOR2	5	280680	279928
THO1	5	281708	282364
YER064C	5	284220	282703
ICL1	5	286912	285239
YER066C-A	5	292201	291701
YER066W	5	290240	290797
YER067C-A	5	292561	292238
YER067W	5	292064	292549
YER068C-A	5	295730	295299
MOT2	5	293048	294811
ARG5,6	5	295408	297999
RNR1	5	298948	301614
YER071C	5	302325	301945
VTC1	5	302804	303193
ALD5	5	304027	305589
RPS24A	5	306319	307192
YER074W-A	5	307649	308119
PTP3	5	311195	308409
YER076C	5	313494	312586
YER076W-A	5	313386	313733
YER077C	5	316596	314530
YER078C	5	318338	316803
YER078W-A	5	318642	318806
YER079C-A	5	320236	319898
YER079W	5	318916	319548
YER080W	5	319959	321842
SER3	5	322682	324091
UTP7	5	325932	324268
RMD7	5	327027	326170
YER084W	5	327061	327447
YER084W-A	5	327594	328106
YER085C	5	328136	327615
ILV1	5	328473	330203
YER087C-A	5	332364	331813
SBH1	5	332826	332578
YER087W	5	330572	332302
DOT6	5	335184	333172
YER088C-A	5	336015	335692
YER088W-B	5	335923	336069
PTC2	5	337336	335942
TRP2	5	337945	339468
MET6	5	342163	339860
YER091C-A	5	342607	342386
IES5	5	342851	343228
TSC11	5	347608	343316
YER093C-A	5	348396	347908
PUP3	5	349342	348725
RAD51	5	349976	351178
SHC1	5	351694	353232
YER097W	5	355136	355465
UBP9	5	355462	357726
PRS2	5	359057	358101
UBC6	5	359558	360310
AST2	5	361790	360498
RPS8B	5	363096	363698
SSA4	5	364585	366513
RTT105	5	366798	367424
NUP157	5	372009	367834
MAM1	5	372322	373230
GLE2	5	374541	373444
YER107W-A	5	374390	374710
FLO8	5	377610	375211
KAP123	5	382099	378758
SWI4	5	385872	382591
LSM4	5	387228	387791
YER113C	5	390048	387928
BOI2	5	393708	390586
SPR6	5	394863	394288
SLX8	5	396168	395344
RPL23B	5	396765	397649
SHO1	5	399051	397948
AVT6	5	400838	399492
YER119C-A	5	401234	400863
SCS2	5	401131	401865
YER121W	5	402371	402715
GLO3	5	404348	402867
YCK3	5	404809	406383
DSE1	5	409059	407338
RSP5	5	410185	412614
NSA2	5	414175	413390
LCP5	5	414477	415550
YER128W	5	415855	416466
PAK1	5	417277	420705
YER130C	5	422442	421111
RPS26B	5	423948	424307
PMD1	5	430445	425184
GLC7	5	432491	433954
